Faction,UnitId,VoiceId,EventTag,Variant,TextRu,SoundWave,Priority,CooldownSeconds,Weight,Status,SourceLine
Alliance,AL_BulwarkMBT,V_AL_BulwarkMBT_Ability,Voice.Ability,01,Снимаю защитный профиль.,SoundWave'/Game/Audio/VO/Alliance/AL_BulwarkMBT/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1454
Alliance,AL_BulwarkMBT,V_AL_BulwarkMBT_Damaged,Voice.Damaged,01,Композит пробит!,SoundWave'/Game/Audio/VO/Alliance/AL_BulwarkMBT/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1455
Alliance,AL_BulwarkMBT,V_AL_BulwarkMBT_Elite,Voice.Elite,01,Я не держу линию. Я двигаю её.,SoundWave'/Game/Audio/VO/Alliance/AL_BulwarkMBT/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1456
Alliance,AL_BulwarkMBT,V_AL_BulwarkMBT_Idle,Voice.Idle,01,Лучший щит — правильная дистанция.,SoundWave'/Game/Audio/VO/Alliance/AL_BulwarkMBT/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1457
Alliance,AL_BulwarkMBT,V_AL_BulwarkMBT_Death,Voice.Death,01,Система защиты… офлайн…,SoundWave'/Game/Audio/VO/Alliance/AL_BulwarkMBT/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1458
Alliance,AL_OracleArtillery,V_AL_OracleArtillery_Selected,Voice.Selected,01,Оракул рассчитывает решение.,SoundWave'/Game/Audio/VO/Alliance/AL_OracleArtillery/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1491
Alliance,AL_OracleArtillery,V_AL_OracleArtillery_Move,Voice.Move,01,Меняю огневую позицию.,SoundWave'/Game/Audio/VO/Alliance/AL_OracleArtillery/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1492
Alliance,AL_OracleArtillery,V_AL_OracleArtillery_Attack,Voice.Attack,01,Рельс заряжен.,SoundWave'/Game/Audio/VO/Alliance/AL_OracleArtillery/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1493
Alliance,AL_OracleArtillery,V_AL_OracleArtillery_Ability,Voice.Ability,01,Синхронный залп через три секунды.,SoundWave'/Game/Audio/VO/Alliance/AL_OracleArtillery/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1494
Alliance,AL_OracleArtillery,V_AL_OracleArtillery_Damaged,Voice.Damaged,01,Стабилизатор повреждён!,SoundWave'/Game/Audio/VO/Alliance/AL_OracleArtillery/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1495
Alliance,AL_OracleArtillery,V_AL_OracleArtillery_Elite,Voice.Elite,01,Уравнение боя имеет один ответ.,SoundWave'/Game/Audio/VO/Alliance/AL_OracleArtillery/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1496
Alliance,AL_OracleArtillery,V_AL_OracleArtillery_Idle,Voice.Idle,01,Точность начинается с терпения.,SoundWave'/Game/Audio/VO/Alliance/AL_OracleArtillery/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1497
Alliance,AL_OracleArtillery,V_AL_OracleArtillery_Death,Voice.Death,01,Магнитный контур… разрушен…,SoundWave'/Game/Audio/VO/Alliance/AL_OracleArtillery/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1498
Alliance,AL_RefractionTank,V_AL_RefractionTank_Selected,Voice.Selected,01,Рефракция уже на позиции.,SoundWave'/Game/Audio/VO/Alliance/AL_RefractionTank/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1531
Alliance,AL_RefractionTank,V_AL_RefractionTank_Move,Voice.Move,01,Сменю фон.,SoundWave'/Game/Audio/VO/Alliance/AL_RefractionTank/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1532
Alliance,AL_RefractionTank,V_AL_RefractionTank_Attack,Voice.Attack,01,Маскировка снята. Огонь.,SoundWave'/Game/Audio/VO/Alliance/AL_RefractionTank/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1533
Alliance,AL_RefractionTank,V_AL_RefractionTank_Ability,Voice.Ability,01,Оптика перестраивается.,SoundWave'/Game/Audio/VO/Alliance/AL_RefractionTank/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1534
Alliance,AL_RefractionTank,V_AL_RefractionTank_Damaged,Voice.Damaged,01,Контур маскировки сорван!,SoundWave'/Game/Audio/VO/Alliance/AL_RefractionTank/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1535
Alliance,AL_RefractionTank,V_AL_RefractionTank_Elite,Voice.Elite,01,"Они стреляют в то, чего уже нет.",SoundWave'/Game/Audio/VO/Alliance/AL_RefractionTank/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1536
Alliance,AL_RefractionTank,V_AL_RefractionTank_Idle,Voice.Idle,01,Деревья не докладывают по радио.,SoundWave'/Game/Audio/VO/Alliance/AL_RefractionTank/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1537
Alliance,AL_RefractionTank,V_AL_RefractionTank_Death,Voice.Death,01,Изображение… исчезает…,SoundWave'/Game/Audio/VO/Alliance/AL_RefractionTank/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1538
Alliance,AL_WardShieldCarrier,V_AL_WardShieldCarrier_Selected,Voice.Selected,01,Уорд готов к проекции.,SoundWave'/Game/Audio/VO/Alliance/AL_WardShieldCarrier/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1571
Alliance,AL_WardShieldCarrier,V_AL_WardShieldCarrier_Move,Voice.Move,01,Перемещаю защитный сектор.,SoundWave'/Game/Audio/VO/Alliance/AL_WardShieldCarrier/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1572
Alliance,AL_WardShieldCarrier,V_AL_WardShieldCarrier_Attack,Voice.Attack,01,Прямого вооружения нет.,SoundWave'/Game/Audio/VO/Alliance/AL_WardShieldCarrier/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1573
Alliance,AL_WardShieldCarrier,V_AL_WardShieldCarrier_Ability,Voice.Ability,01,Щит развёрнут.,SoundWave'/Game/Audio/VO/Alliance/AL_WardShieldCarrier/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1574
Alliance,AL_WardShieldCarrier,V_AL_WardShieldCarrier_Damaged,Voice.Damaged,01,Поле проседает!,SoundWave'/Game/Audio/VO/Alliance/AL_WardShieldCarrier/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1575
Alliance,AL_WardShieldCarrier,V_AL_WardShieldCarrier_Elite,Voice.Elite,01,"Лучший выстрел врага — тот, что не дошёл.",SoundWave'/Game/Audio/VO/Alliance/AL_WardShieldCarrier/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1576
Alliance,AL_WardShieldCarrier,V_AL_WardShieldCarrier_Idle,Voice.Idle,01,Щит не выглядит героически. Зато работает.,SoundWave'/Game/Audio/VO/Alliance/AL_WardShieldCarrier/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1577
Alliance,AL_WardShieldCarrier,V_AL_WardShieldCarrier_Death,Voice.Death,01,Проекция… погасла…,SoundWave'/Game/Audio/VO/Alliance/AL_WardShieldCarrier/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1578
Alliance,AL_CitadelTank,V_AL_CitadelTank_Selected,Voice.Selected,01,Цитадель держит строй.,SoundWave'/Game/Audio/VO/Alliance/AL_CitadelTank/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1611
Alliance,AL_CitadelTank,V_AL_CitadelTank_Move,Voice.Move,01,Тяжёлый модуль в движении.,SoundWave'/Game/Audio/VO/Alliance/AL_CitadelTank/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1612
Alliance,AL_CitadelTank,V_AL_CitadelTank_Attack,Voice.Attack,01,Электромагнитный выстрел.,SoundWave'/Game/Audio/VO/Alliance/AL_CitadelTank/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1613
Alliance,AL_CitadelTank,V_AL_CitadelTank_Ability,Voice.Ability,01,Активная защита включена.,SoundWave'/Game/Audio/VO/Alliance/AL_CitadelTank/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1614
Alliance,AL_CitadelTank,V_AL_CitadelTank_Damaged,Voice.Damaged,01,Перехватчики исчерпаны!,SoundWave'/Game/Audio/VO/Alliance/AL_CitadelTank/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1615
Alliance,AL_CitadelTank,V_AL_CitadelTank_Elite,Voice.Elite,01,Мы выигрываем ещё до попадания.,SoundWave'/Game/Audio/VO/Alliance/AL_CitadelTank/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1616
Alliance,AL_CitadelTank,V_AL_CitadelTank_Idle,Voice.Idle,01,Рыцарский кодекс обновлён до версии четыре.,SoundWave'/Game/Audio/VO/Alliance/AL_CitadelTank/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1617
Alliance,AL_CitadelTank,V_AL_CitadelTank_Death,Voice.Death,01,Защитный контур… не отвечает…,SoundWave'/Game/Audio/VO/Alliance/AL_CitadelTank/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1618
Alliance,AL_ShrikeInterceptor,V_AL_ShrikeInterceptor_Selected,Voice.Selected,01,Шрайк готов к перехвату.,SoundWave'/Game/Audio/VO/Alliance/AL_ShrikeInterceptor/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1651
Alliance,AL_ShrikeInterceptor,V_AL_ShrikeInterceptor_Move,Voice.Move,01,Занимаю эшелон.,SoundWave'/Game/Audio/VO/Alliance/AL_ShrikeInterceptor/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1652
Alliance,AL_ShrikeInterceptor,V_AL_ShrikeInterceptor_Attack,Voice.Attack,01,Воздушная цель захвачена.,SoundWave'/Game/Audio/VO/Alliance/AL_ShrikeInterceptor/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1653
Alliance,AL_ShrikeInterceptor,V_AL_ShrikeInterceptor_Ability,Voice.Ability,01,Перехват подтверждён.,SoundWave'/Game/Audio/VO/Alliance/AL_ShrikeInterceptor/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1654
Alliance,AL_ShrikeInterceptor,V_AL_ShrikeInterceptor_Damaged,Voice.Damaged,01,Крыло повреждено!,SoundWave'/Game/Audio/VO/Alliance/AL_ShrikeInterceptor/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1655
Alliance,AL_ShrikeInterceptor,V_AL_ShrikeInterceptor_Elite,Voice.Elite,01,Небо начинается с моего разрешения.,SoundWave'/Game/Audio/VO/Alliance/AL_ShrikeInterceptor/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1656
Alliance,AL_ShrikeInterceptor,V_AL_ShrikeInterceptor_Idle,Voice.Idle,01,Радар чист. Это ненадолго.,SoundWave'/Game/Audio/VO/Alliance/AL_ShrikeInterceptor/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1657
Alliance,AL_ShrikeInterceptor,V_AL_ShrikeInterceptor_Death,Voice.Death,01,Борт… потерян…,SoundWave'/Game/Audio/VO/Alliance/AL_ShrikeInterceptor/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1658
Alliance,AL_VectorVTOL,V_AL_VectorVTOL_Selected,Voice.Selected,01,Вектор на вертикальной тяге.,SoundWave'/Game/Audio/VO/Alliance/AL_VectorVTOL/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1691
Alliance,AL_VectorVTOL,V_AL_VectorVTOL_Move,Voice.Move,01,Перехожу к точке зависания.,SoundWave'/Game/Audio/VO/Alliance/AL_VectorVTOL/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1692
Alliance,AL_VectorVTOL,V_AL_VectorVTOL_Attack,Voice.Attack,01,Пакет на цель.,SoundWave'/Game/Audio/VO/Alliance/AL_VectorVTOL/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1693
Alliance,AL_VectorVTOL,V_AL_VectorVTOL_Ability,Voice.Ability,01,Зависание. Скрываю сигнатуру.,SoundWave'/Game/Audio/VO/Alliance/AL_VectorVTOL/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1694
Alliance,AL_VectorVTOL,V_AL_VectorVTOL_Damaged,Voice.Damaged,01,Тяга нестабильна!,SoundWave'/Game/Audio/VO/Alliance/AL_VectorVTOL/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1695
Alliance,AL_VectorVTOL,V_AL_VectorVTOL_Elite,Voice.Elite,01,"Мне не нужна полоса, чтобы изменить бой.",SoundWave'/Game/Audio/VO/Alliance/AL_VectorVTOL/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1696
Alliance,AL_VectorVTOL,V_AL_VectorVTOL_Idle,Voice.Idle,01,Вертикальный взлёт экономит время. Не топливо.,SoundWave'/Game/Audio/VO/Alliance/AL_VectorVTOL/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1697
Alliance,AL_VectorVTOL,V_AL_VectorVTOL_Death,Voice.Death,01,Тяга… падает…,SoundWave'/Game/Audio/VO/Alliance/AL_VectorVTOL/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1698
Alliance,AL_NightveilBomber,V_AL_NightveilBomber_Selected,Voice.Selected,01,Найтвейл готов к невидимому маршруту.,SoundWave'/Game/Audio/VO/Alliance/AL_NightveilBomber/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1731
Alliance,AL_NightveilBomber,V_AL_NightveilBomber_Move,Voice.Move,01,Вхожу в тень.,SoundWave'/Game/Audio/VO/Alliance/AL_NightveilBomber/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1732
Alliance,AL_NightveilBomber,V_AL_NightveilBomber_Attack,Voice.Attack,01,Точка сброса подтверждена.,SoundWave'/Game/Audio/VO/Alliance/AL_NightveilBomber/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1733
Alliance,AL_NightveilBomber,V_AL_NightveilBomber_Ability,Voice.Ability,01,Сигнатура обнулена.,SoundWave'/Game/Audio/VO/Alliance/AL_NightveilBomber/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1734
Alliance,AL_NightveilBomber,V_AL_NightveilBomber_Damaged,Voice.Damaged,01,Нас видят!,SoundWave'/Game/Audio/VO/Alliance/AL_NightveilBomber/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1735
Alliance,AL_NightveilBomber,V_AL_NightveilBomber_Elite,Voice.Elite,01,"Лучший удар — тот, который никто не успел заметить.",SoundWave'/Game/Audio/VO/Alliance/AL_NightveilBomber/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1736
Alliance,AL_NightveilBomber,V_AL_NightveilBomber_Idle,Voice.Idle,01,Отсутствие на радаре — тоже присутствие.,SoundWave'/Game/Audio/VO/Alliance/AL_NightveilBomber/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1737
Alliance,AL_NightveilBomber,V_AL_NightveilBomber_Death,Voice.Death,01,Стелс… нарушен навсегда…,SoundWave'/Game/Audio/VO/Alliance/AL_NightveilBomber/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1738
Alliance,AL_MantaPatrolCraft,V_AL_MantaPatrolCraft_Selected,Voice.Selected,01,Манта на крыльях.,SoundWave'/Game/Audio/VO/Alliance/AL_MantaPatrolCraft/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1771
Alliance,AL_MantaPatrolCraft,V_AL_MantaPatrolCraft_Move,Voice.Move,01,Поднимаемся над волной.,SoundWave'/Game/Audio/VO/Alliance/AL_MantaPatrolCraft/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1772
Alliance,AL_MantaPatrolCraft,V_AL_MantaPatrolCraft_Attack,Voice.Attack,01,Огонь по борту!,SoundWave'/Game/Audio/VO/Alliance/AL_MantaPatrolCraft/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1773
Alliance,AL_MantaPatrolCraft,V_AL_MantaPatrolCraft_Ability,Voice.Ability,01,Глушу оружейный канал.,SoundWave'/Game/Audio/VO/Alliance/AL_MantaPatrolCraft/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1774
Alliance,AL_MantaPatrolCraft,V_AL_MantaPatrolCraft_Damaged,Voice.Damaged,01,Крыло зацепило!,SoundWave'/Game/Audio/VO/Alliance/AL_MantaPatrolCraft/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1775
Alliance,AL_MantaPatrolCraft,V_AL_MantaPatrolCraft_Elite,Voice.Elite,01,Скорость — наше бронирование.,SoundWave'/Game/Audio/VO/Alliance/AL_MantaPatrolCraft/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1776
Alliance,AL_MantaPatrolCraft,V_AL_MantaPatrolCraft_Idle,Voice.Idle,01,Вода снизу. Небо сверху. Удобно.,SoundWave'/Game/Audio/VO/Alliance/AL_MantaPatrolCraft/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1777
Alliance,AL_MantaPatrolCraft,V_AL_MantaPatrolCraft_Death,Voice.Death,01,Теряем подъём…,SoundWave'/Game/Audio/VO/Alliance/AL_MantaPatrolCraft/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1778
Alliance,AL_ResoluteDestroyer,V_AL_ResoluteDestroyer_Selected,Voice.Selected,01,Резолют в боевой сети.,SoundWave'/Game/Audio/VO/Alliance/AL_ResoluteDestroyer/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1811
Alliance,AL_ResoluteDestroyer,V_AL_ResoluteDestroyer_Move,Voice.Move,01,Меняю курс.,SoundWave'/Game/Audio/VO/Alliance/AL_ResoluteDestroyer/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1812
Alliance,AL_ResoluteDestroyer,V_AL_ResoluteDestroyer_Attack,Voice.Attack,01,Орудия синхронизированы.,SoundWave'/Game/Audio/VO/Alliance/AL_ResoluteDestroyer/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1813
Alliance,AL_ResoluteDestroyer,V_AL_ResoluteDestroyer_Ability,Voice.Ability,01,Сонарный импульс.,SoundWave'/Game/Audio/VO/Alliance/AL_ResoluteDestroyer/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1814
Alliance,AL_ResoluteDestroyer,V_AL_ResoluteDestroyer_Damaged,Voice.Damaged,01,Пробоина выше ватерлинии!,SoundWave'/Game/Audio/VO/Alliance/AL_ResoluteDestroyer/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1815
Alliance,AL_ResoluteDestroyer,V_AL_ResoluteDestroyer_Elite,Voice.Elite,01,"Флот держится на тех, кто видит всё.",SoundWave'/Game/Audio/VO/Alliance/AL_ResoluteDestroyer/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1816
Alliance,AL_ResoluteDestroyer,V_AL_ResoluteDestroyer_Idle,Voice.Idle,01,Море не нейтрально. Оно просто ждёт.,SoundWave'/Game/Audio/VO/Alliance/AL_ResoluteDestroyer/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1817
Alliance,AL_ResoluteDestroyer,V_AL_ResoluteDestroyer_Death,Voice.Death,01,Корабль покидают…,SoundWave'/Game/Audio/VO/Alliance/AL_ResoluteDestroyer/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1818
Alliance,AL_HorizonCarrier,V_AL_HorizonCarrier_Selected,Voice.Selected,01,Горизонт разворачивает авиакрыло.,SoundWave'/Game/Audio/VO/Alliance/AL_HorizonCarrier/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1851
Alliance,AL_HorizonCarrier,V_AL_HorizonCarrier_Move,Voice.Move,01,Курс авианосной группы принят.,SoundWave'/Game/Audio/VO/Alliance/AL_HorizonCarrier/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1852
Alliance,AL_HorizonCarrier,V_AL_HorizonCarrier_Attack,Voice.Attack,01,Дроны идут на цель.,SoundWave'/Game/Audio/VO/Alliance/AL_HorizonCarrier/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1853
Alliance,AL_HorizonCarrier,V_AL_HorizonCarrier_Ability,Voice.Ability,01,Полный авиапакет — запуск.,SoundWave'/Game/Audio/VO/Alliance/AL_HorizonCarrier/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1854
Alliance,AL_HorizonCarrier,V_AL_HorizonCarrier_Damaged,Voice.Damaged,01,Полётная палуба повреждена!,SoundWave'/Game/Audio/VO/Alliance/AL_HorizonCarrier/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1855
Alliance,AL_HorizonCarrier,V_AL_HorizonCarrier_Elite,Voice.Elite,01,"Мы приносим небо туда, где его не было.",SoundWave'/Game/Audio/VO/Alliance/AL_HorizonCarrier/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1856
Alliance,AL_HorizonCarrier,V_AL_HorizonCarrier_Idle,Voice.Idle,01,"Авианосец — это аэродром, который умеет уходить.",SoundWave'/Game/Audio/VO/Alliance/AL_HorizonCarrier/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1857
Alliance,AL_HorizonCarrier,V_AL_HorizonCarrier_Death,Voice.Death,01,Палуба… закрыта…,SoundWave'/Game/Audio/VO/Alliance/AL_HorizonCarrier/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1858
Alliance,AL_Hero_Hart,V_AL_Hero_Hart_Selected,Voice.Selected,01,Харт на линии. Какая цель важнее войны?,SoundWave'/Game/Audio/VO/Alliance/AL_Hero_Hart/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1893
Alliance,AL_Hero_Hart,V_AL_Hero_Hart_Move,Voice.Move,01,Уже в их слепой зоне.,SoundWave'/Game/Audio/VO/Alliance/AL_Hero_Hart/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1894
Alliance,AL_Hero_Hart,V_AL_Hero_Hart_Attack,Voice.Attack,01,Удаляю проблему.,SoundWave'/Game/Audio/VO/Alliance/AL_Hero_Hart/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1895
Alliance,AL_Hero_Hart,V_AL_Hero_Hart_Ability,Voice.Ability,01,Протокол призрака активен.,SoundWave'/Game/Audio/VO/Alliance/AL_Hero_Hart/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1896
Alliance,AL_Hero_Hart,V_AL_Hero_Hart_Damaged,Voice.Damaged,01,Меня всё-таки заметили.,SoundWave'/Game/Audio/VO/Alliance/AL_Hero_Hart/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1897
Alliance,AL_Hero_Hart,V_AL_Hero_Hart_Elite,Voice.Elite,01,Разведка закончилась. Теперь я знаю всё нужное.,SoundWave'/Game/Audio/VO/Alliance/AL_Hero_Hart/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,1898
Alliance,AL_Hero_Hart,V_AL_Hero_Hart_Idle,Voice.Idle,01,Секреты всегда дешевле штурма.,SoundWave'/Game/Audio/VO/Alliance/AL_Hero_Hart/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,1899
Alliance,AL_Hero_Hart,V_AL_Hero_Hart_Death,Voice.Death,01,Данные… отправлены…,SoundWave'/Game/Audio/VO/Alliance/AL_Hero_Hart/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,1900
EasternCoalition,CO_QianweiRifleman,V_CO_QianweiRifleman_Selected,Voice.Selected,01,Стрелок Тип 21 «Цяньвэй» готов занять место.,SoundWave'/Game/Audio/VO/EasternCoalition/CO_QianweiRifleman/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,1995
EasternCoalition,CO_QianweiRifleman,V_CO_QianweiRifleman_Move,Voice.Move,01,Сохраняем интервал.,SoundWave'/Game/Audio/VO/EasternCoalition/CO_QianweiRifleman/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,1996
EasternCoalition,CO_QianweiRifleman,V_CO_QianweiRifleman_Attack,Voice.Attack,01,Общий огонь.,SoundWave'/Game/Audio/VO/EasternCoalition/CO_QianweiRifleman/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,1997
EasternCoalition,CO_QianweiRifleman,V_CO_QianweiRifleman_Ability,Voice.Ability,01,Строй замкнут.,SoundWave'/Game/Audio/VO/EasternCoalition/CO_QianweiRifleman/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,1998
EasternCoalition,CO_QianweiRifleman,V_CO_QianweiRifleman_Damaged,Voice.Damaged,01,Линия нарушена!,SoundWave'/Game/Audio/VO/EasternCoalition/CO_QianweiRifleman/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,1999
EasternCoalition,CO_QianweiRifleman,V_CO_QianweiRifleman_Elite,Voice.Elite,01,"Один шаг, один ритм, одна победа.",SoundWave'/Game/Audio/VO/EasternCoalition/CO_QianweiRifleman/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,2000
EasternCoalition,CO_QianweiRifleman,V_CO_QianweiRifleman_Idle,Voice.Idle,01,Даже ожидание должно быть организовано.,SoundWave'/Game/Audio/VO/EasternCoalition/CO_QianweiRifleman/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,2001
EasternCoalition,CO_QianweiRifleman,V_CO_QianweiRifleman_Death,Voice.Death,01,Моё место… займёт следующий…,SoundWave'/Game/Audio/VO/EasternCoalition/CO_QianweiRifleman/Death_01.Death_01',Normal,2.0,1.0,MissingSoundWave,2002
EasternCoalition,CO_VajraLancer,V_CO_VajraLancer_Selected,Voice.Selected,01,Ваджра заряжена.,SoundWave'/Game/Audio/VO/EasternCoalition/CO_VajraLancer/Selected_01.Selected_01',Normal,2.0,1.0,MissingSoundWave,2035
EasternCoalition,CO_VajraLancer,V_CO_VajraLancer_Move,Voice.Move,01,Сокращаем дистанцию.,SoundWave'/Game/Audio/VO/EasternCoalition/CO_VajraLancer/Move_01.Move_01',Normal,2.0,1.0,MissingSoundWave,2036
EasternCoalition,CO_VajraLancer,V_CO_VajraLancer_Attack,Voice.Attack,01,Пробить сердцевину.,SoundWave'/Game/Audio/VO/EasternCoalition/CO_VajraLancer/Attack_01.Attack_01',Normal,2.0,1.0,MissingSoundWave,2037
EasternCoalition,CO_VajraLancer,V_CO_VajraLancer_Ability,Voice.Ability,01,Импульсный выпад!,SoundWave'/Game/Audio/VO/EasternCoalition/CO_VajraLancer/Ability_01.Ability_01',Normal,2.0,1.0,MissingSoundWave,2038
EasternCoalition,CO_VajraLancer,V_CO_VajraLancer_Damaged,Voice.Damaged,01,Поле копья нестабильно!,SoundWave'/Game/Audio/VO/EasternCoalition/CO_VajraLancer/Damaged_01.Damaged_01',Normal,2.0,1.0,MissingSoundWave,2039
EasternCoalition,CO_VajraLancer,V_CO_VajraLancer_Elite,Voice.Elite,01,Сталь тоже знает страх.,SoundWave'/Game/Audio/VO/EasternCoalition/CO_VajraLancer/Elite_01.Elite_01',Normal,2.0,1.0,MissingSoundWave,2040
EasternCoalition,CO_VajraLancer,V_CO_VajraLancer_Idle,Voice.Idle,01,Длинное оружие учит держать дистанцию.,SoundWave'/Game/Audio/VO/EasternCoalition/CO_VajraLancer/Idle_01.Idle_01',Normal,2.0,1.0,MissingSoundWave,2041
